Booking_ID,Listing_ID,Date_Booked,Check_In_Date,Check_Out_Date,Price_Per_Night,Number_of_Nights,Total_Booking_Cost,Room_Type,Neighborhood,Guest_Count,Host_ID,Cancellation_Policy,Booking_Status
3714,1478,10/25/2023,11/15/2024,11/17/2024,430.8,2,900,Shared room,Downtown,4,5143,Flexible,Cancelled
3715,1237,11/3/2023,11/14/2024,11/23/2024,159.79,9,1456.05,Private room,Uptown,3,5098,Strict,Confirmed
3716,1132,5/2/2024,9/12/2023,9/25/2023,207.58,13,2733.59,Entire home/apt,Uptown,5,5043,Moderate,Confirmed
3717,1283,11/26/2024,4/3/2024,4/15/2024,80.72,12,1015.25,Private room,Suburbs,2,5395,Moderate,Confirmed
3718,1322,2/12/2024,2/9/2025,2/20/2025,366.52,11,4045.04,Shared room,Downtown,7,5123,Moderate,Cancelled
3719,1071,4/13/2023,9/5/2024,9/9/2024,410.59,4,1655.59,Entire home/apt,Uptown,8,5129,Flexible,Cancelled
3720,1464,2/25/2023,1/4/2024,1/10/2024,467.44,6,2850.26,Private room,Suburbs,6,5412,Moderate,Cancelled
3721,1437,10/20/2023,9/13/2024,9/23/2024,428.12,10,4317.61,Shared room,Uptown,3,5171,Flexible,Confirmed
3722,1291,3/24/2023,1/23/2024,2/4/2024,334.76,12,4062.37,Private room,Suburbs,3,5226,Moderate,Cancelled
3723,1412,8/13/2024,8/28/2023,9/5/2023,240.48,8,1947.56,Entire home/apt,Midtown,8,5387,Flexible,Cancelled
3724,1213,4/6/2023,2/1/2024,2/11/2024,179.55,10,1819.47,Shared room,Uptown,5,5281,Strict,Confirmed
3725,1249,3/19/2024,11/14/2024,11/18/2024,445.94,4,1805.37,Private room,Downtown,5,5198,Flexible,Cancelled
3726,1251,1/3/2023,5/8/2023,5/17/2023,395.78,9,3611.68,Entire home/apt,Beachfront,4,5056,Strict,Confirmed
3727,1048,1/5/2025,9/18/2023,9/22/2023,296.72,4,1218.29,Entire home/apt,Downtown,4,5458,Flexible,Cancelled
3728,1311,4/1/2024,11/25/2023,12/6/2023,467.55,11,5176.17,Entire home/apt,Suburbs,7,5356,Moderate,Confirmed
3729,1277,8/19/2023,6/30/2024,7/6/2024,207.17,6,1284.1,Shared room,Uptown,6,5242,Moderate,Confirmed
3730,1244,12/29/2024,7/25/2023,8/1/2023,95.47,7,688.5,Private room,Uptown,6,5457,Flexible,Confirmed
3731,1103,4/25/2023,4/26/2024,5/3/2024,387.1,7,2759.28,Shared room,Downtown,7,5255,Strict,Confirmed
3732,1056,4/24/2023,1/23/2024,2/2/2024,50.28,10,525.19,Private room,Downtown,4,5143,Moderate,Cancelled
3733,1327,9/11/2023,8/20/2024,9/1/2024,453.42,12,5451.82,Private room,Midtown,5,5442,Strict,Cancelled
3734,1361,1/10/2023,3/31/2023,4/2/2023,426.67,2,877.61,Shared room,Midtown,3,5356,Flexible,Cancelled
3735,1472,7/20/2023,10/26/2024,10/29/2024,398.87,3,1216.39,Private room,Midtown,5,5084,Moderate,Confirmed
3736,1409,5/24/2024,5/19/2023,5/20/2023,121.99,1,138.99,Private room,Suburbs,5,5441,Flexible,Cancelled
3737,1212,11/20/2023,2/14/2023,2/21/2023,210.14,7,1497.44,Private room,Beachfront,5,5320,Moderate,Confirmed
3738,1304,10/23/2024,6/5/2023,6/12/2023,484.8,7,3431.09,Entire home/apt,Uptown,5,5126,Strict,Confirmed
3739,1359,4/30/2023,3/1/2024,3/5/2024,155.71,4,637.27,Entire home/apt,Downtown,5,5287,Strict,Confirmed
3740,1378,3/8/2023,10/30/2023,11/10/2023,129.96,11,1476.83,Shared room,Uptown,7,5323,Moderate,Cancelled
3741,1250,1/28/2023,1/14/2025,1/22/2025,404.76,8,3261.2,Shared room,Suburbs,6,5178,Strict,Confirmed
3742,1262,2/27/2024,3/7/2023,3/11/2023,123.4,4,526.73,Entire home/apt,Beachfront,1,5313,Strict,Cancelled
3743,1283,7/7/2024,9/22/2023,10/4/2023,383.39,12,4619.49,Entire home/apt,Midtown,2,5063,Flexible,Confirmed
3744,1356,7/7/2023,10/15/2024,10/27/2024,398.37,12,4809.65,Entire home/apt,Midtown,6,5204,Flexible,Confirmed
3745,1035,10/22/2023,12/27/2023,1/7/2024,424.66,11,4686.83,Shared room,Suburbs,7,5473,Flexible,Confirmed
3746,1204,1/20/2023,5/2/2023,5/6/2023,355.6,4,1459,Shared room,Suburbs,5,5065,Flexible,Confirmed
3747,1224,9/26/2023,3/19/2024,3/27/2024,193.45,8,1593.59,Private room,Suburbs,3,5481,Flexible,Cancelled
3748,1337,4/4/2023,2/22/2023,2/23/2023,193.98,1,236.38,Entire home/apt,Midtown,3,5010,Strict,Cancelled
3749,1315,4/24/2024,4/13/2023,4/25/2023,445.81,12,5376.87,Shared room,Uptown,3,5060,Moderate,Confirmed
3750,1176,5/8/2024,11/12/2023,11/22/2023,449.37,10,4540.93,Shared room,Suburbs,1,5083,Flexible,Cancelled
3751,1114,6/2/2023,3/22/2024,3/29/2024,285.86,7,2049.87,Shared room,Suburbs,8,5491,Strict,Confirmed
3752,1210,1/29/2024,1/29/2024,2/2/2024,432.63,4,1760.42,Shared room,Beachfront,5,5490,Strict,Cancelled
3753,1118,9/20/2023,1/18/2025,1/19/2025,358.17,1,402.14,Private room,Uptown,2,5139,Moderate,Confirmed
3754,1053,5/2/2024,9/28/2023,9/30/2023,342.02,2,729.94,Private room,Midtown,8,5194,Strict,Cancelled
3755,1341,3/1/2024,3/17/2023,3/25/2023,98.36,8,818.7,Shared room,Midtown,8,5451,Flexible,Cancelled
3756,1169,2/10/2025,6/22/2024,7/1/2024,396.95,9,3602.26,Shared room,Uptown,8,5376,Moderate,Confirmed
3757,1489,1/30/2025,4/1/2023,4/11/2023,81.07,10,855.62,Private room,Downtown,8,5252,Strict,Cancelled
3758,1222,1/14/2025,7/24/2024,7/31/2024,185.93,7,1346.91,Private room,Downtown,2,5165,Moderate,Cancelled
3759,1195,11/22/2024,2/15/2025,3/1/2025,155.95,14,2194,Entire home/apt,Downtown,1,5255,Strict,Cancelled
3760,1078,1/24/2023,3/30/2024,4/13/2024,193.31,14,2722.22,Entire home/apt,Downtown,2,5136,Flexible,Cancelled
3761,1251,5/7/2023,2/5/2023,2/6/2023,481.06,1,507.31,Shared room,Uptown,2,5204,Strict,Confirmed
3762,1042,2/16/2024,9/21/2024,10/5/2024,324,14,4561.77,Entire home/apt,Beachfront,4,5230,Flexible,Cancelled
3763,1384,3/27/2023,11/19/2024,11/25/2024,284.03,6,1728.88,Entire home/apt,Beachfront,2,5292,Moderate,Confirmed
3764,1491,7/19/2024,1/24/2025,1/27/2025,371.74,3,1136.21,Shared room,Suburbs,8,5124,Moderate,Cancelled
3765,1070,4/3/2023,5/2/2024,5/10/2024,485.89,8,3903.81,Private room,Uptown,2,5055,Moderate,Cancelled
3766,1420,9/22/2024,2/12/2024,2/16/2024,260.02,4,1080.29,Private room,Downtown,5,5265,Moderate,Confirmed
3767,1459,7/8/2024,3/23/2023,3/27/2023,425.25,4,1740.85,Private room,Suburbs,1,5320,Flexible,Confirmed
3768,1286,2/29/2024,7/21/2024,7/27/2024,215.27,6,1307.17,Shared room,Midtown,7,5483,Moderate,Confirmed
3769,1207,9/15/2024,7/14/2024,7/21/2024,354.93,7,2533.24,Shared room,Uptown,8,5214,Strict,Cancelled
3770,1414,7/1/2024,2/22/2023,3/2/2023,71.3,8,610.28,Private room,Uptown,5,5046,Flexible,Confirmed
3771,1135,7/20/2024,7/28/2023,7/29/2023,220.69,1,255.84,Private room,Midtown,6,5069,Moderate,Cancelled
3772,1393,3/23/2023,8/10/2024,8/16/2024,405.47,6,2473.26,Entire home/apt,Midtown,6,5183,Flexible,Confirmed
3773,1358,5/24/2024,9/27/2023,9/28/2023,184.03,1,216.8,Shared room,Beachfront,3,5123,Strict,Confirmed
3774,1230,4/23/2024,9/3/2023,9/4/2023,257.67,1,301.45,Shared room,Suburbs,7,5258,Strict,Confirmed
3775,1397,1/16/2024,1/19/2024,1/21/2024,337.27,2,701.54,Private room,Suburbs,5,5059,Moderate,Confirmed
3776,1188,10/29/2024,10/15/2023,10/21/2023,401.41,6,2446.23,Entire home/apt,Midtown,6,5431,Flexible,Confirmed
3777,1308,2/21/2024,6/19/2023,6/20/2023,137.01,1,184.1,Private room,Downtown,6,5433,Strict,Confirmed
3778,1444,8/30/2023,4/12/2023,4/26/2023,237.11,14,3365.46,Private room,Beachfront,6,5135,Moderate,Confirmed
3779,1063,8/30/2023,4/6/2023,4/18/2023,195,12,2363.46,Entire home/apt,Downtown,5,5239,Flexible,Cancelled
3780,1255,9/11/2023,12/21/2024,12/31/2024,410.52,10,4128.95,Entire home/apt,Beachfront,7,5116,Flexible,Confirmed
3781,1017,10/16/2024,8/14/2024,8/16/2024,331.14,2,701.18,Entire home/apt,Midtown,4,5248,Flexible,Cancelled
3782,1172,5/5/2024,5/23/2023,6/5/2023,143.15,13,1873.56,Entire home/apt,Downtown,7,5094,Flexible,Cancelled
3783,1464,9/6/2024,8/28/2023,9/4/2023,436.19,7,3083.48,Shared room,Suburbs,6,5370,Moderate,Confirmed
3784,1330,1/6/2024,7/27/2024,8/1/2024,320.38,5,1629.52,Entire home/apt,Uptown,1,5271,Flexible,Cancelled
3785,1388,1/17/2023,1/4/2023,1/7/2023,270.07,3,820.71,Entire home/apt,Uptown,8,5003,Strict,Confirmed
3786,1264,3/25/2024,1/30/2024,2/10/2024,203.74,11,2279.31,Private room,Downtown,4,5426,Flexible,Confirmed
3787,1140,5/9/2023,9/24/2024,10/6/2024,160.2,12,1956.96,Shared room,Beachfront,1,5438,Strict,Confirmed
3788,1319,9/8/2024,12/7/2024,12/16/2024,191.86,9,1767.68,Private room,Beachfront,3,5422,Flexible,Confirmed
3789,1345,11/13/2023,5/3/2023,5/17/2023,255.35,14,3596.61,Entire home/apt,Beachfront,2,5391,Flexible,Cancelled
3790,1178,11/22/2024,1/13/2023,1/17/2023,434.22,4,1763.8,Shared room,Uptown,7,5058,Moderate,Confirmed
3791,1424,11/4/2023,7/31/2023,8/5/2023,412.18,5,2093.51,Private room,Midtown,7,5457,Strict,Confirmed
3792,1383,1/1/2023,12/17/2024,12/18/2024,351.99,1,397.32,Shared room,Beachfront,4,5145,Strict,Confirmed
3793,1274,11/3/2024,1/21/2024,1/23/2024,364.89,2,745.38,Private room,Downtown,2,5156,Strict,Cancelled
3794,1407,9/29/2023,8/13/2023,8/14/2023,310,1,326.34,Entire home/apt,Suburbs,7,5444,Flexible,Confirmed
3795,1496,1/5/2025,2/14/2024,2/21/2024,201.03,7,1457.17,Entire home/apt,Beachfront,7,5012,Strict,Confirmed
3796,1254,2/27/2024,10/28/2023,11/6/2023,238.64,9,2158.68,Private room,Downtown,4,5500,Moderate,Confirmed
3797,1023,12/22/2024,1/19/2024,2/1/2024,406.76,13,5336.3,Private room,Uptown,2,5260,Flexible,Cancelled
3798,1338,6/23/2023,10/24/2024,11/4/2024,212.07,11,2374.29,Entire home/apt,Suburbs,3,5178,Flexible,Cancelled
3799,1161,3/12/2023,3/23/2023,4/3/2023,492.76,11,5468.12,Private room,Downtown,3,5471,Strict,Confirmed
3800,1454,6/10/2024,6/28/2023,7/2/2023,372.02,4,1515.82,Entire home/apt,Downtown,6,5024,Moderate,Cancelled
3801,1307,8/10/2023,6/3/2024,6/17/2024,215.46,14,3058.48,Entire home/apt,Midtown,1,5232,Moderate,Confirmed
3802,1117,10/24/2024,9/2/2023,9/7/2023,360.61,5,1818.42,Entire home/apt,Midtown,7,5096,Flexible,Cancelled
3803,1171,5/22/2024,9/15/2023,9/24/2023,275.34,9,2500.42,Private room,Midtown,3,5110,Flexible,Confirmed
3804,1375,7/13/2024,4/20/2024,4/25/2024,114.39,5,613.29,Private room,Suburbs,6,5172,Strict,Confirmed
3805,1319,9/4/2023,7/14/2023,7/18/2023,105.75,4,440.15,Private room,Suburbs,4,5487,Flexible,Confirmed
3806,1025,7/7/2023,11/26/2024,12/3/2024,187.82,7,1356.87,Entire home/apt,Uptown,1,5200,Flexible,Cancelled
3807,1454,6/23/2023,3/21/2024,3/25/2024,212.82,4,884.53,Shared room,Suburbs,6,5259,Strict,Confirmed
3808,1083,11/28/2023,10/3/2024,10/5/2024,242.92,2,515.13,Private room,Midtown,5,5302,Flexible,Confirmed
3809,1324,5/16/2023,9/2/2023,9/7/2023,130.25,5,683.99,Entire home/apt,Midtown,7,5110,Flexible,Confirmed
3810,1474,9/28/2023,8/1/2024,8/3/2024,164.47,2,347,Entire home/apt,Downtown,3,5193,Flexible,Cancelled
3811,1217,5/12/2024,12/11/2023,12/24/2023,85.72,13,1126.8,Private room,Midtown,4,5238,Strict,Confirmed
3812,1124,7/25/2024,2/20/2024,3/2/2024,160.87,11,1789.4,Shared room,Suburbs,2,5416,Strict,Cancelled
3813,1143,11/16/2023,2/4/2024,2/13/2024,455.31,9,4142.63,Private room,Downtown,6,5243,Strict,Cancelled
3814,1424,10/25/2024,1/7/2024,1/14/2024,76.45,7,552.74,Entire home/apt,Midtown,1,5391,Flexible,Cancelled
3815,1185,9/28/2023,3/10/2024,3/14/2024,390.69,4,1599.28,Private room,Beachfront,8,5257,Flexible,Cancelled
3816,1381,11/4/2023,8/29/2023,9/9/2023,172.9,11,1921.11,Entire home/apt,Downtown,8,5291,Moderate,Confirmed
3817,1091,9/20/2023,1/31/2025,2/9/2025,412.14,9,3727.63,Shared room,Uptown,5,5355,Moderate,Cancelled
3818,1062,11/25/2024,10/16/2024,10/17/2024,421.46,1,469.07,Entire home/apt,Downtown,3,5307,Moderate,Cancelled
3819,1239,1/19/2023,2/27/2024,2/28/2024,61.08,1,79.95,Shared room,Downtown,2,5246,Flexible,Cancelled
3820,1420,2/7/2025,8/10/2024,8/22/2024,135.04,12,1665.27,Entire home/apt,Midtown,5,5208,Flexible,Cancelled
3821,1009,1/2/2023,10/30/2023,11/1/2023,469.43,2,951.12,Private room,Uptown,8,5011,Strict,Cancelled
3822,1330,3/21/2023,9/18/2024,9/21/2024,384.66,3,1180.96,Entire home/apt,Downtown,7,5194,Strict,Confirmed
3823,1329,1/28/2025,5/18/2023,5/19/2023,219.16,1,250.33,Shared room,Midtown,3,5044,Flexible,Cancelled
3824,1290,12/3/2024,7/3/2024,7/10/2024,178.08,7,1281.14,Entire home/apt,Beachfront,5,5150,Strict,Confirmed
3825,1424,12/21/2023,1/20/2024,1/21/2024,180.39,1,191.97,Shared room,Uptown,4,5362,Flexible,Confirmed
3826,1234,6/17/2024,8/14/2023,8/18/2023,108.91,4,483.76,Entire home/apt,Uptown,6,5057,Moderate,Confirmed
3827,1370,9/14/2024,6/23/2023,6/28/2023,190.23,5,989.34,Private room,Uptown,2,5393,Moderate,Cancelled
3828,1218,2/19/2025,4/22/2024,4/26/2024,323.76,4,1315.58,Entire home/apt,Midtown,6,5483,Flexible,Confirmed
3829,1207,1/14/2024,4/24/2024,4/28/2024,317.8,4,1282.32,Entire home/apt,Downtown,1,5436,Moderate,Cancelled
3830,1328,8/17/2023,1/5/2024,1/15/2024,69.42,10,735.12,Entire home/apt,Uptown,6,5203,Strict,Confirmed
3831,1494,1/25/2025,3/15/2024,3/27/2024,383.32,12,4624.58,Entire home/apt,Downtown,4,5495,Flexible,Cancelled
3832,1129,12/1/2024,1/14/2023,1/27/2023,452.57,13,5922.5,Shared room,Suburbs,2,5199,Strict,Cancelled
3833,1033,10/31/2023,8/30/2024,9/5/2024,146.33,6,898.79,Private room,Downtown,1,5412,Flexible,Cancelled
3834,1269,3/3/2024,6/19/2023,6/21/2023,298.55,2,641.38,Entire home/apt,Suburbs,8,5353,Strict,Cancelled
3835,1110,7/31/2023,5/29/2023,6/11/2023,244.29,13,3212.1,Shared room,Downtown,7,5296,Strict,Confirmed
3836,1106,8/1/2023,4/8/2023,4/21/2023,412.36,13,5371.07,Shared room,Beachfront,5,5274,Moderate,Confirmed
3837,1105,9/30/2024,7/30/2024,8/2/2024,92.05,3,325.03,Private room,Suburbs,7,5340,Flexible,Confirmed
3838,1056,2/7/2025,2/28/2023,3/11/2023,313.41,11,3473.46,Entire home/apt,Midtown,1,5488,Strict,Confirmed
3839,1048,12/7/2024,2/8/2023,2/17/2023,315.64,9,2869.14,Private room,Midtown,3,5263,Strict,Confirmed
3840,1046,11/24/2023,1/5/2024,1/15/2024,290.98,10,2924.68,Entire home/apt,Uptown,4,5481,Moderate,Cancelled
3841,1175,7/13/2023,11/17/2023,11/25/2023,477.93,8,3833.84,Private room,Downtown,1,5015,Strict,Cancelled
3842,1347,5/3/2024,5/18/2024,5/19/2024,274.37,1,291.1,Entire home/apt,Suburbs,1,5232,Flexible,Cancelled
3843,1482,12/22/2023,2/7/2025,2/18/2025,250.35,11,2784.8,Entire home/apt,Suburbs,6,5483,Flexible,Confirmed
3844,1470,6/29/2023,6/9/2023,6/19/2023,362.54,10,3645.9,Shared room,Uptown,5,5030,Moderate,Cancelled
3845,1344,9/10/2024,1/15/2024,1/29/2024,155.05,14,2200.35,Private room,Midtown,3,5336,Flexible,Cancelled
3846,1419,2/15/2024,4/29/2023,5/8/2023,326.82,9,2981.81,Shared room,Suburbs,6,5028,Flexible,Confirmed
3847,1462,10/9/2023,9/10/2023,9/23/2023,290.83,13,3810.78,Shared room,Suburbs,2,5472,Flexible,Cancelled
3848,1269,9/5/2023,9/28/2023,10/10/2023,321.77,12,3896.28,Shared room,Suburbs,2,5146,Flexible,Cancelled
3849,1347,11/17/2023,4/23/2023,4/28/2023,176.82,5,906.98,Shared room,Suburbs,8,5353,Moderate,Cancelled
3850,1423,6/1/2023,8/7/2024,8/12/2024,122.21,5,630.04,Shared room,Downtown,4,5323,Moderate,Confirmed
3851,1049,9/15/2024,8/15/2023,8/29/2023,109.17,14,1538.48,Entire home/apt,Uptown,6,5470,Moderate,Cancelled
3852,1337,1/30/2024,4/30/2024,5/10/2024,60.87,10,635.62,Shared room,Downtown,5,5136,Flexible,Cancelled
3853,1145,12/27/2023,3/3/2023,3/7/2023,295.77,4,1195.97,Entire home/apt,Beachfront,6,5071,Moderate,Confirmed
3854,1388,6/10/2024,1/7/2025,1/10/2025,473.59,3,1443.26,Private room,Suburbs,7,5201,Strict,Cancelled
3855,1458,1/8/2023,3/11/2024,3/17/2024,410.64,6,2503.03,Entire home/apt,Downtown,3,5463,Moderate,Cancelled
3856,1138,7/15/2024,8/9/2023,8/22/2023,81.55,13,1107.34,Private room,Downtown,2,5415,Flexible,Cancelled
3857,1444,7/28/2024,7/25/2023,7/26/2023,381.96,1,425.51,Shared room,Uptown,1,5491,Strict,Cancelled
3858,1197,3/12/2023,8/18/2024,9/1/2024,131.89,14,1871.26,Shared room,Downtown,4,5481,Strict,Cancelled
3859,1107,1/5/2023,10/8/2023,10/16/2023,279.17,8,2275.23,Entire home/apt,Uptown,5,5180,Flexible,Cancelled
3860,1360,11/7/2023,11/11/2024,11/22/2024,481.1,11,5335.33,Shared room,Suburbs,4,5029,Moderate,Cancelled
3861,1279,2/7/2023,5/28/2024,5/31/2024,221.04,3,709.47,Shared room,Beachfront,8,5002,Moderate,Cancelled
3862,1217,8/25/2023,1/8/2025,1/18/2025,252.33,10,2571.93,Shared room,Beachfront,1,5003,Strict,Cancelled
3863,1198,11/28/2023,5/4/2023,5/17/2023,203.33,13,2667.5,Shared room,Downtown,2,5352,Moderate,Cancelled
3864,1146,11/13/2024,11/11/2024,11/17/2024,191.78,6,1183.59,Shared room,Uptown,8,5469,Strict,Confirmed
3865,1017,12/21/2024,3/23/2024,4/4/2024,467.17,12,5651.31,Entire home/apt,Downtown,1,5351,Strict,Cancelled
3866,1161,4/24/2023,6/6/2023,6/10/2023,292.38,4,1200.96,Private room,Suburbs,2,5036,Flexible,Cancelled
3867,1054,2/5/2025,1/23/2025,1/26/2025,233.93,3,723.59,Shared room,Suburbs,4,5470,Flexible,Cancelled
3868,1373,6/12/2024,10/17/2024,10/22/2024,426.12,5,2171.17,Shared room,Suburbs,5,5012,Flexible,Cancelled
3869,1254,1/8/2024,8/20/2024,8/26/2024,92.05,6,590.06,Entire home/apt,Suburbs,6,5391,Strict,Cancelled
3870,1036,7/9/2023,8/19/2024,8/20/2024,118.37,1,133.38,Shared room,Uptown,2,5275,Flexible,Confirmed
3871,1076,11/7/2023,1/20/2024,2/2/2024,394.76,13,5161.81,Entire home/apt,Downtown,5,5156,Moderate,Confirmed
3872,1004,3/29/2024,8/19/2024,8/28/2024,325.92,9,2957.3,Entire home/apt,Suburbs,6,5015,Strict,Cancelled
3873,1246,3/31/2023,5/12/2023,5/17/2023,273.31,5,1406.12,Shared room,Downtown,4,5187,Strict,Cancelled
3874,1327,8/19/2023,6/24/2023,7/4/2023,227.34,10,2289.99,Private room,Suburbs,7,5473,Moderate,Cancelled
3875,1388,1/10/2025,11/8/2023,11/12/2023,75.37,4,328.63,Private room,Uptown,1,5023,Moderate,Cancelled
3876,1285,8/27/2024,7/30/2023,8/5/2023,136.17,6,838.85,Shared room,Downtown,4,5359,Moderate,Confirmed
3877,1045,12/17/2023,1/26/2025,2/3/2025,157.99,8,1285.78,Private room,Suburbs,6,5239,Moderate,Cancelled
3878,1459,6/22/2024,1/27/2025,2/2/2025,378,6,2295.67,Entire home/apt,Downtown,3,5475,Strict,Cancelled
3879,1354,1/22/2023,6/17/2023,6/22/2023,180.36,5,913.87,Entire home/apt,Beachfront,4,5223,Strict,Confirmed
3880,1472,3/5/2023,6/18/2024,6/21/2024,77.65,3,252.27,Shared room,Midtown,3,5314,Strict,Cancelled
3881,1252,9/12/2024,3/2/2023,3/8/2023,391.45,6,2360.89,Private room,Suburbs,5,5496,Moderate,Cancelled
3882,1055,8/3/2024,4/29/2023,5/1/2023,215.14,2,443.24,Entire home/apt,Suburbs,6,5226,Moderate,Confirmed
3883,1156,6/12/2024,1/9/2025,1/14/2025,58.72,5,334.65,Private room,Suburbs,8,5237,Flexible,Cancelled
3884,1242,7/12/2024,1/25/2023,1/26/2023,348.6,1,371.39,Shared room,Beachfront,7,5252,Flexible,Confirmed
3885,1057,8/14/2023,9/6/2023,9/17/2023,440.25,11,4889.98,Entire home/apt,Beachfront,7,5479,Flexible,Confirmed
3886,1152,6/23/2023,4/16/2024,4/24/2024,305.23,8,2488.43,Entire home/apt,Uptown,3,5313,Flexible,Confirmed
3887,1225,9/26/2023,8/14/2024,8/21/2024,344,7,2443.23,Entire home/apt,Beachfront,1,5316,Strict,Confirmed
3888,1159,8/23/2024,5/8/2024,5/20/2024,63.98,12,800.65,Private room,Beachfront,7,5150,Moderate,Cancelled
3889,1095,1/30/2025,1/3/2024,1/4/2024,199.39,1,213.04,Private room,Midtown,2,5339,Flexible,Cancelled
3890,1243,12/22/2023,1/10/2024,1/13/2024,247.91,3,755.06,Private room,Downtown,4,5345,Moderate,Cancelled
3891,1341,2/12/2025,7/3/2023,7/5/2023,84.39,2,203.39,Entire home/apt,Uptown,4,5334,Flexible,Cancelled
3892,1019,4/2/2024,6/7/2024,6/16/2024,444.27,9,4028.31,Shared room,Uptown,6,5170,Moderate,Confirmed
3893,1059,10/18/2024,11/1/2023,11/5/2023,74.68,4,311.52,Entire home/apt,Midtown,2,5236,Flexible,Cancelled
3894,1123,5/23/2024,9/28/2024,10/8/2024,478.9,10,4816.15,Shared room,Beachfront,1,5146,Moderate,Cancelled
3895,1098,11/18/2023,5/9/2023,5/23/2023,249.02,14,3531.92,Private room,Downtown,4,5494,Moderate,Confirmed
3896,1177,12/13/2024,4/12/2023,4/16/2023,125.6,4,512.79,Shared room,Midtown,6,5066,Flexible,Cancelled
3897,1315,3/6/2024,10/3/2023,10/6/2023,233.55,3,723.07,Private room,Suburbs,1,5185,Strict,Confirmed
3898,1210,1/22/2023,7/3/2024,7/16/2024,124.89,13,1642.48,Private room,Downtown,6,5280,Flexible,Cancelled
3899,1357,10/10/2024,6/21/2024,6/26/2024,75.97,5,423.06,Entire home/apt,Suburbs,6,5058,Moderate,Cancelled
3900,1029,2/5/2025,9/26/2023,10/8/2023,84.68,12,1044.92,Shared room,Downtown,7,5336,Moderate,Confirmed
3901,1073,9/17/2024,6/2/2024,6/16/2024,298.54,14,4217.84,Private room,Suburbs,4,5381,Moderate,Confirmed
3902,1206,6/25/2024,12/14/2023,12/17/2023,338.5,3,1057.22,Shared room,Uptown,3,5043,Flexible,Cancelled
3903,1421,4/30/2024,4/18/2023,4/20/2023,110.5,2,241.08,Private room,Beachfront,3,5055,Strict,Cancelled
3904,1339,3/11/2023,8/17/2024,8/21/2024,265.12,4,1096.25,Shared room,Uptown,6,5110,Moderate,Cancelled
3905,1393,6/28/2024,1/3/2025,1/10/2025,315.71,7,2245.13,Entire home/apt,Beachfront,8,5223,Strict,Cancelled
3906,1325,10/27/2024,2/11/2024,2/23/2024,485.92,12,5860.77,Shared room,Beachfront,6,5129,Strict,Confirmed
3907,1138,8/1/2024,12/14/2024,12/24/2024,275.62,10,2775.77,Shared room,Midtown,4,5320,Moderate,Confirmed
3908,1437,8/23/2024,10/19/2023,11/2/2023,202.41,14,2867.3,Private room,Uptown,4,5345,Moderate,Cancelled
3909,1273,9/24/2024,11/12/2024,11/19/2024,235.82,7,1697.68,Shared room,Beachfront,2,5181,Moderate,Cancelled
3910,1230,12/29/2024,1/3/2023,1/5/2023,84.49,2,184.8,Shared room,Midtown,4,5384,Flexible,Confirmed
3911,1316,6/7/2023,11/17/2024,11/22/2024,425.41,5,2163.81,Shared room,Downtown,1,5255,Flexible,Confirmed
3912,1008,1/17/2024,12/13/2023,12/26/2023,117.44,13,1554.35,Private room,Suburbs,6,5394,Strict,Confirmed
3913,1195,1/11/2024,4/20/2023,4/29/2023,400.81,9,3655.79,Private room,Uptown,1,5241,Flexible,Confirmed
3914,1008,10/1/2024,2/8/2023,2/21/2023,462.62,13,6025.68,Shared room,Uptown,3,5158,Flexible,Cancelled
3915,1079,1/27/2024,2/18/2024,2/25/2024,497.79,7,3500.76,Entire home/apt,Beachfront,2,5214,Moderate,Confirmed
3916,1265,11/13/2023,1/29/2023,2/5/2023,121.13,7,888.81,Private room,Beachfront,5,5160,Moderate,Confirmed
3917,1232,5/19/2023,2/29/2024,3/5/2024,352.75,5,1804.49,Entire home/apt,Suburbs,6,5427,Strict,Confirmed
3918,1043,9/24/2023,1/10/2024,1/13/2024,141.11,3,460.15,Shared room,Suburbs,8,5152,Strict,Cancelled
3919,1123,9/5/2023,1/31/2025,2/11/2025,173.37,11,1927.84,Private room,Uptown,3,5468,Flexible,Confirmed
3920,1474,3/15/2023,8/15/2024,8/25/2024,425.97,10,4297.48,Private room,Midtown,2,5118,Strict,Cancelled
3921,1428,7/28/2024,9/30/2023,10/13/2023,300.38,13,3953.26,Private room,Midtown,4,5254,Moderate,Confirmed
3922,1272,2/26/2023,1/3/2024,1/15/2024,474.99,12,5728.69,Entire home/apt,Beachfront,7,5439,Moderate,Cancelled
3923,1472,5/24/2023,5/19/2023,5/28/2023,304.16,9,2776.63,Entire home/apt,Suburbs,2,5341,Moderate,Cancelled
3924,1307,1/21/2023,7/1/2023,7/15/2023,105.23,14,1514.95,Entire home/apt,Midtown,4,5398,Strict,Cancelled
3925,1450,3/18/2024,2/11/2023,2/20/2023,386.79,9,3502.23,Private room,Beachfront,6,5146,Moderate,Confirmed
3926,1453,4/22/2024,8/24/2023,9/4/2023,493.19,11,5444.74,Private room,Downtown,3,5153,Strict,Cancelled
3927,1095,2/20/2025,7/2/2023,7/3/2023,452.14,1,472.14,Entire home/apt,Suburbs,3,5064,Flexible,Cancelled
3928,1357,10/12/2023,1/24/2025,1/29/2025,434.26,5,2189.27,Shared room,Midtown,8,5177,Moderate,Confirmed
